DT_FED,NU_MUN,NO_MUN,SECCION
5,77,SAN CRISTOBAL DE LAS CASAS,1144
5,77,SAN CRISTOBAL DE LAS CASAS,1144
5,77,SAN CRISTOBAL DE LAS CASAS,1144
5,77,SAN CRISTOBAL DE LAS CASAS,1144
5,77,SAN CRISTOBAL DE LAS CASAS,1144
5,77,SAN CRISTOBAL DE LAS CASAS,1144
5,77,SAN CRISTOBAL DE LAS CASAS,1144
5,77,SAN CRISTOBAL DE LAS CASAS,1144
5,77,SAN CRISTOBAL DE LAS CASAS,1144
5,77,SAN CRISTOBAL DE LAS CASAS,1144
5,77,SAN CRISTOBAL DE LAS CASAS,1144
5,77,SAN CRISTOBAL DE LAS CASAS,1144
5,77,SAN CRISTOBAL DE LAS CASAS,1144
5,77,SAN CRISTOBAL DE LAS CASAS,1144
5,77,SAN CRISTOBAL DE LAS CASAS,1144
5,77,SAN CRISTOBAL DE LAS CASAS,1144
5,77,SAN CRISTOBAL DE LAS CASAS,1144
5,77,SAN CRISTOBAL DE LAS CASAS,1144
5,77,SAN CRISTOBAL DE LAS CASAS,1144
5,77,SAN CRISTOBAL DE LAS CASAS,1144
5,77,SAN CRISTOBAL DE LAS CASAS,1144
5,77,SAN CRISTOBAL DE LAS CASAS,1145
5,77,SAN CRISTOBAL DE LAS CASAS,1145
5,77,SAN CRISTOBAL DE LAS CASAS,1145
5,77,SAN CRISTOBAL DE LAS CASAS,1145
5,77,SAN CRISTOBAL DE LAS CASAS,1145
5,77,SAN CRISTOBAL DE LAS CASAS,1145
5,77,SAN CRISTOBAL DE LAS CASAS,1145
5,77,SAN CRISTOBAL DE LAS CASAS,1145
5,77,SAN CRISTOBAL DE LAS CASAS,1145
5,77,SAN CRISTOBAL DE LAS CASAS,1145
5,77,SAN CRISTOBAL DE LAS CASAS,1146
5,77,SAN CRISTOBAL DE LAS CASAS,1146
5,77,SAN CRISTOBAL DE LAS CASAS,1147
5,77,SAN CRISTOBAL DE LAS CASAS,1148
5,77,SAN CRISTOBAL DE LAS CASAS,1148
5,77,SAN CRISTOBAL DE LAS CASAS,1148
5,77,SAN CRISTOBAL DE LAS CASAS,1148
5,77,SAN CRISTOBAL DE LAS CASAS,1148
5,77,SAN CRISTOBAL DE LAS CASAS,1148
5,77,SAN CRISTOBAL DE LAS CASAS,1148
5,77,SAN CRISTOBAL DE LAS CASAS,1149
5,77,SAN CRISTOBAL DE LAS CASAS,1149
5,77,SAN CRISTOBAL DE LAS CASAS,1149
5,77,SAN CRISTOBAL DE LAS CASAS,1149
5,77,SAN CRISTOBAL DE LAS CASAS,1150
5,77,SAN CRISTOBAL DE LAS CASAS,1150
5,77,SAN CRISTOBAL DE LAS CASAS,1150
5,77,SAN CRISTOBAL DE LAS CASAS,1150
5,77,SAN CRISTOBAL DE LAS CASAS,1150
5,77,SAN CRISTOBAL DE LAS CASAS,1150
5,77,SAN CRISTOBAL DE LAS CASAS,1150
5,77,SAN CRISTOBAL DE LAS CASAS,1150
5,77,SAN CRISTOBAL DE LAS CASAS,1150
5,77,SAN CRISTOBAL DE LAS CASAS,1150
5,77,SAN CRISTOBAL DE LAS CASAS,1150
5,77,SAN CRISTOBAL DE LAS CASAS,1150
5,77,SAN CRISTOBAL DE LAS CASAS,1150
5,77,SAN CRISTOBAL DE LAS CASAS,1150
5,77,SAN CRISTOBAL DE LAS CASAS,1150
5,77,SAN CRISTOBAL DE LAS CASAS,1150
5,77,SAN CRISTOBAL DE LAS CASAS,1150
5,77,SAN CRISTOBAL DE LAS CASAS,1150
5,77,SAN CRISTOBAL DE LAS CASAS,1150
5,77,SAN CRISTOBAL DE LAS CASAS,1150
5,77,SAN CRISTOBAL DE LAS CASAS,1150
5,77,SAN CRISTOBAL DE LAS CASAS,1150
5,77,SAN CRISTOBAL DE LAS CASAS,1150
5,77,SAN CRISTOBAL DE LAS CASAS,1150
5,77,SAN CRISTOBAL DE LAS CASAS,1150
5,77,SAN CRISTOBAL DE LAS CASAS,1150
5,77,SAN CRISTOBAL DE LAS CASAS,1150
5,77,SAN CRISTOBAL DE LAS CASAS,1150
5,77,SAN CRISTOBAL DE LAS CASAS,1150
5,77,SAN CRISTOBAL DE LAS CASAS,1150
5,77,SAN CRISTOBAL DE LAS CASAS,1150
5,77,SAN CRISTOBAL DE LAS CASAS,1151
5,77,SAN CRISTOBAL DE LAS CASAS,1151
5,77,SAN CRISTOBAL DE LAS CASAS,1151
5,77,SAN CRISTOBAL DE LAS CASAS,1151
5,77,SAN CRISTOBAL DE LAS CASAS,1151
5,77,SAN CRISTOBAL DE LAS CASAS,1151
5,77,SAN CRISTOBAL DE LAS CASAS,1151
5,77,SAN CRISTOBAL DE LAS CASAS,1151
5,77,SAN CRISTOBAL DE LAS CASAS,1151
5,77,SAN CRISTOBAL DE LAS CASAS,1151
5,77,SAN CRISTOBAL DE LAS CASAS,1151
5,77,SAN CRISTOBAL DE LAS CASAS,1151
5,77,SAN CRISTOBAL DE LAS CASAS,1151
5,77,SAN CRISTOBAL DE LAS CASAS,1151
5,77,SAN CRISTOBAL DE LAS CASAS,1151
5,77,SAN CRISTOBAL DE LAS CASAS,1151
5,77,SAN CRISTOBAL DE LAS CASAS,1151
5,77,SAN CRISTOBAL DE LAS CASAS,1151
5,77,SAN CRISTOBAL DE LAS CASAS,1151
5,77,SAN CRISTOBAL DE LAS CASAS,1151
5,77,SAN CRISTOBAL DE LAS CASAS,1151
5,77,SAN CRISTOBAL DE LAS CASAS,1151
5,77,SAN CRISTOBAL DE LAS CASAS,1151
5,77,SAN CRISTOBAL DE LAS CASAS,1151
5,77,SAN CRISTOBAL DE LAS CASAS,1151
5,77,SAN CRISTOBAL DE LAS CASAS,1151
5,77,SAN CRISTOBAL DE LAS CASAS,1151
5,77,SAN CRISTOBAL DE LAS CASAS,1151
5,77,SAN CRISTOBAL DE LAS CASAS,1151
5,77,SAN CRISTOBAL DE LAS CASAS,1151
5,77,SAN CRISTOBAL DE LAS CASAS,1151
5,77,SAN CRISTOBAL DE LAS CASAS,1151
5,77,SAN CRISTOBAL DE LAS CASAS,1151
5,77,SAN CRISTOBAL DE LAS CASAS,1151
5,77,SAN CRISTOBAL DE LAS CASAS,1151
5,77,SAN CRISTOBAL DE LAS CASAS,1151
5,77,SAN CRISTOBAL DE LAS CASAS,1151
5,77,SAN CRISTOBAL DE LAS CASAS,1151
5,77,SAN CRISTOBAL DE LAS CASAS,1151
5,77,SAN CRISTOBAL DE LAS CASAS,1151
5,77,SAN CRISTOBAL DE LAS CASAS,1151
5,77,SAN CRISTOBAL DE LAS CASAS,1151
5,77,SAN CRISTOBAL DE LAS CASAS,1151
5,77,SAN CRISTOBAL DE LAS CASAS,1151
5,77,SAN CRISTOBAL DE LAS CASAS,1151
5,77,SAN CRISTOBAL DE LAS CASAS,1152
5,77,SAN CRISTOBAL DE LAS CASAS,1152
5,77,SAN CRISTOBAL DE LAS CASAS,1152
5,77,SAN CRISTOBAL DE LAS CASAS,1152
5,77,SAN CRISTOBAL DE LAS CASAS,1153
5,77,SAN CRISTOBAL DE LAS CASAS,1153
5,77,SAN CRISTOBAL DE LAS CASAS,1154
5,77,SAN CRISTOBAL DE LAS CASAS,1154
5,77,SAN CRISTOBAL DE LAS CASAS,1154
5,77,SAN CRISTOBAL DE LAS CASAS,1154
5,77,SAN CRISTOBAL DE LAS CASAS,1154
5,77,SAN CRISTOBAL DE LAS CASAS,1154
5,77,SAN CRISTOBAL DE LAS CASAS,1155
5,77,SAN CRISTOBAL DE LAS CASAS,1155
5,77,SAN CRISTOBAL DE LAS CASAS,1156
5,77,SAN CRISTOBAL DE LAS CASAS,1156
5,77,SAN CRISTOBAL DE LAS CASAS,1156
5,77,SAN CRISTOBAL DE LAS CASAS,1156
5,77,SAN CRISTOBAL DE LAS CASAS,1156
5,77,SAN CRISTOBAL DE LAS CASAS,1157
5,77,SAN CRISTOBAL DE LAS CASAS,1158
5,77,SAN CRISTOBAL DE LAS CASAS,1158
5,77,SAN CRISTOBAL DE LAS CASAS,1158
5,77,SAN CRISTOBAL DE LAS CASAS,1158
5,77,SAN CRISTOBAL DE LAS CASAS,1160
5,77,SAN CRISTOBAL DE LAS CASAS,1160
5,77,SAN CRISTOBAL DE LAS CASAS,1160
5,77,SAN CRISTOBAL DE LAS CASAS,1160
5,77,SAN CRISTOBAL DE LAS CASAS,1160
5,77,SAN CRISTOBAL DE LAS CASAS,1160
5,77,SAN CRISTOBAL DE LAS CASAS,1160
5,77,SAN CRISTOBAL DE LAS CASAS,1160
5,77,SAN CRISTOBAL DE LAS CASAS,1161
5,77,SAN CRISTOBAL DE LAS CASAS,1163
5,77,SAN CRISTOBAL DE LAS CASAS,2094
5,77,SAN CRISTOBAL DE LAS CASAS,2094
5,77,SAN CRISTOBAL DE LAS CASAS,2094
5,77,SAN CRISTOBAL DE LAS CASAS,2094
5,77,SAN CRISTOBAL DE LAS CASAS,2094
5,77,SAN CRISTOBAL DE LAS CASAS,2095
5,77,SAN CRISTOBAL DE LAS CASAS,2095
5,77,SAN CRISTOBAL DE LAS CASAS,2095
5,77,SAN CRISTOBAL DE LAS CASAS,2095
5,77,SAN CRISTOBAL DE LAS CASAS,2095
5,77,SAN CRISTOBAL DE LAS CASAS,2096
5,77,SAN CRISTOBAL DE LAS CASAS,2096
5,77,SAN CRISTOBAL DE LAS CASAS,2096
5,77,SAN CRISTOBAL DE LAS CASAS,2096
5,77,SAN CRISTOBAL DE LAS CASAS,2096
5,77,SAN CRISTOBAL DE LAS CASAS,2096
5,77,SAN CRISTOBAL DE LAS CASAS,2097
5,77,SAN CRISTOBAL DE LAS CASAS,2097
5,77,SAN CRISTOBAL DE LAS CASAS,2097
5,77,SAN CRISTOBAL DE LAS CASAS,2097
5,77,SAN CRISTOBAL DE LAS CASAS,2097
5,77,SAN CRISTOBAL DE LAS CASAS,2097
5,77,SAN CRISTOBAL DE LAS CASAS,2097
5,77,SAN CRISTOBAL DE LAS CASAS,2097
5,77,SAN CRISTOBAL DE LAS CASAS,2097
5,77,SAN CRISTOBAL DE LAS CASAS,2097
5,77,SAN CRISTOBAL DE LAS CASAS,2097
5,77,SAN CRISTOBAL DE LAS CASAS,2097
5,77,SAN CRISTOBAL DE LAS CASAS,2097
5,77,SAN CRISTOBAL DE LAS CASAS,2097
5,77,SAN CRISTOBAL DE LAS CASAS,2097
5,77,SAN CRISTOBAL DE LAS CASAS,2097
5,77,SAN CRISTOBAL DE LAS CASAS,2097
5,77,SAN CRISTOBAL DE LAS CASAS,2097
5,77,SAN CRISTOBAL DE LAS CASAS,2097
5,77,SAN CRISTOBAL DE LAS CASAS,2098
5,77,SAN CRISTOBAL DE LAS CASAS,2098
5,77,SAN CRISTOBAL DE LAS CASAS,2098
5,77,SAN CRISTOBAL DE LAS CASAS,2098
5,77,SAN CRISTOBAL DE LAS CASAS,2098
5,77,SAN CRISTOBAL DE LAS CASAS,2098
5,77,SAN CRISTOBAL DE LAS CASAS,2186
5,77,SAN CRISTOBAL DE LAS CASAS,2186
5,77,SAN CRISTOBAL DE LAS CASAS,2186
5,77,SAN CRISTOBAL DE LAS CASAS,2186
5,77,SAN CRISTOBAL DE LAS CASAS,2186
5,77,SAN CRISTOBAL DE LAS CASAS,2186
5,77,SAN CRISTOBAL DE LAS CASAS,2186
5,77,SAN CRISTOBAL DE LAS CASAS,2186
5,77,SAN CRISTOBAL DE LAS CASAS,2186
5,77,SAN CRISTOBAL DE LAS CASAS,2186
5,77,SAN CRISTOBAL DE LAS CASAS,2186
5,77,SAN CRISTOBAL DE LAS CASAS,2186
5,77,SAN CRISTOBAL DE LAS CASAS,2186
5,77,SAN CRISTOBAL DE LAS CASAS,2186
5,77,SAN CRISTOBAL DE LAS CASAS,2186
5,77,SAN CRISTOBAL DE LAS CASAS,2186
5,77,SAN CRISTOBAL DE LAS CASAS,2186
5,77,SAN CRISTOBAL DE LAS CASAS,2186
5,77,SAN CRISTOBAL DE LAS CASAS,2186
5,77,SAN CRISTOBAL DE LAS CASAS,2186
5,77,SAN CRISTOBAL DE LAS CASAS,2186
5,77,SAN CRISTOBAL DE LAS CASAS,2186
5,77,SAN CRISTOBAL DE LAS CASAS,2186
5,77,SAN CRISTOBAL DE LAS CASAS,2186
5,77,SAN CRISTOBAL DE LAS CASAS,2186
5,77,SAN CRISTOBAL DE LAS CASAS,2186
5,77,SAN CRISTOBAL DE LAS CASAS,2186
5,77,SAN CRISTOBAL DE LAS CASAS,2186
5,77,SAN CRISTOBAL DE LAS CASAS,2186
5,77,SAN CRISTOBAL DE LAS CASAS,2186
5,77,SAN CRISTOBAL DE LAS CASAS,2186
5,77,SAN CRISTOBAL DE LAS CASAS,2186
5,77,SAN CRISTOBAL DE LAS CASAS,2187
5,77,SAN CRISTOBAL DE LAS CASAS,2187
5,77,SAN CRISTOBAL DE LAS CASAS,2187
5,77,SAN CRISTOBAL DE LAS CASAS,2187
5,77,SAN CRISTOBAL DE LAS CASAS,2187
5,77,SAN CRISTOBAL DE LAS CASAS,2187
5,77,SAN CRISTOBAL DE LAS CASAS,2187
5,77,SAN CRISTOBAL DE LAS CASAS,2187
5,77,SAN CRISTOBAL DE LAS CASAS,2188
5,77,SAN CRISTOBAL DE LAS CASAS,2188
5,77,SAN CRISTOBAL DE LAS CASAS,2188
5,77,SAN CRISTOBAL DE LAS CASAS,2188
5,77,SAN CRISTOBAL DE LAS CASAS,2188
5,77,SAN CRISTOBAL DE LAS CASAS,2188
5,77,SAN CRISTOBAL DE LAS CASAS,2189
5,77,SAN CRISTOBAL DE LAS CASAS,2189
5,77,SAN CRISTOBAL DE LAS CASAS,2189
5,77,SAN CRISTOBAL DE LAS CASAS,2189
5,77,SAN CRISTOBAL DE LAS CASAS,2189
5,77,SAN CRISTOBAL DE LAS CASAS,2189
5,77,SAN CRISTOBAL DE LAS CASAS,2189
5,77,SAN CRISTOBAL DE LAS CASAS,2189
5,77,SAN CRISTOBAL DE LAS CASAS,2189
5,77,SAN CRISTOBAL DE LAS CASAS,2190
5,77,SAN CRISTOBAL DE LAS CASAS,2190
5,77,SAN CRISTOBAL DE LAS CASAS,2190
5,77,SAN CRISTOBAL DE LAS CASAS,2190
5,77,SAN CRISTOBAL DE LAS CASAS,2190
5,77,SAN CRISTOBAL DE LAS CASAS,2190
5,77,SAN CRISTOBAL DE LAS CASAS,2190
5,77,SAN CRISTOBAL DE LAS CASAS,2190
5,77,SAN CRISTOBAL DE LAS CASAS,2190
5,77,SAN CRISTOBAL DE LAS CASAS,2295
5,77,SAN CRISTOBAL DE LAS CASAS,2295
5,77,SAN CRISTOBAL DE LAS CASAS,2295
5,77,SAN CRISTOBAL DE LAS CASAS,2295
5,77,SAN CRISTOBAL DE LAS CASAS,2295
5,77,SAN CRISTOBAL DE LAS CASAS,2295
5,77,SAN CRISTOBAL DE LAS CASAS,2295
5,77,SAN CRISTOBAL DE LAS CASAS,2295
5,77,SAN CRISTOBAL DE LAS CASAS,2295
5,77,SAN CRISTOBAL DE LAS CASAS,2295
5,77,SAN CRISTOBAL DE LAS CASAS,2295
5,77,SAN CRISTOBAL DE LAS CASAS,2295
5,77,SAN CRISTOBAL DE LAS CASAS,2296
5,77,SAN CRISTOBAL DE LAS CASAS,2296
5,77,SAN CRISTOBAL DE LAS CASAS,2296
5,77,SAN CRISTOBAL DE LAS CASAS,2296
5,77,SAN CRISTOBAL DE LAS CASAS,2296
5,77,SAN CRISTOBAL DE LAS CASAS,2296
5,77,SAN CRISTOBAL DE LAS CASAS,2296
5,77,SAN CRISTOBAL DE LAS CASAS,2296
5,77,SAN CRISTOBAL DE LAS CASAS,2296
5,77,SAN CRISTOBAL DE LAS CASAS,2296
5,77,SAN CRISTOBAL DE LAS CASAS,2296
5,77,SAN CRISTOBAL DE LAS CASAS,2296
5,77,SAN CRISTOBAL DE LAS CASAS,2296
5,77,SAN CRISTOBAL DE LAS CASAS,2296
5,77,SAN CRISTOBAL DE LAS CASAS,2296
5,77,SAN CRISTOBAL DE LAS CASAS,2296
5,77,SAN CRISTOBAL DE LAS CASAS,2296
5,77,SAN CRISTOBAL DE LAS CASAS,2296
5,77,SAN CRISTOBAL DE LAS CASAS,2296
5,77,SAN CRISTOBAL DE LAS CASAS,2296
5,77,SAN CRISTOBAL DE LAS CASAS,2296
5,77,SAN CRISTOBAL DE LAS CASAS,2296
5,77,SAN CRISTOBAL DE LAS CASAS,2296
5,77,SAN CRISTOBAL DE LAS CASAS,2296
5,77,SAN CRISTOBAL DE LAS CASAS,2296
5,77,SAN CRISTOBAL DE LAS CASAS,2296
5,77,SAN CRISTOBAL DE LAS CASAS,2296
5,77,SAN CRISTOBAL DE LAS CASAS,2296
5,77,SAN CRISTOBAL DE LAS CASAS,2296
5,77,SAN CRISTOBAL DE LAS CASAS,2296
5,77,SAN CRISTOBAL DE LAS CASAS,2297
5,77,SAN CRISTOBAL DE LAS CASAS,2297
5,77,SAN CRISTOBAL DE LAS CASAS,2297
5,77,SAN CRISTOBAL DE LAS CASAS,2297
5,77,SAN CRISTOBAL DE LAS CASAS,2297
5,77,SAN CRISTOBAL DE LAS CASAS,2297
5,77,SAN CRISTOBAL DE LAS CASAS,2297
5,77,SAN CRISTOBAL DE LAS CASAS,2297
5,77,SAN CRISTOBAL DE LAS CASAS,2297
5,77,SAN CRISTOBAL DE LAS CASAS,2297
5,77,SAN CRISTOBAL DE LAS CASAS,2297
5,77,SAN CRISTOBAL DE LAS CASAS,2297
5,77,SAN CRISTOBAL DE LAS CASAS,2297
5,77,SAN CRISTOBAL DE LAS CASAS,2297
5,77,SAN CRISTOBAL DE LAS CASAS,2297
5,77,SAN CRISTOBAL DE LAS CASAS,2297
5,77,SAN CRISTOBAL DE LAS CASAS,2297
5,77,SAN CRISTOBAL DE LAS CASAS,2297
5,77,SAN CRISTOBAL DE LAS CASAS,2297
5,77,SAN CRISTOBAL DE LAS CASAS,2297
5,77,SAN CRISTOBAL DE LAS CASAS,2297
5,77,SAN CRISTOBAL DE LAS CASAS,2297
5,79,SAN JUAN CANCUC,1178
5,79,SAN JUAN CANCUC,1178
5,79,SAN JUAN CANCUC,1178
5,79,SAN JUAN CANCUC,1178
5,79,SAN JUAN CANCUC,1178
5,79,SAN JUAN CANCUC,1178
5,79,SAN JUAN CANCUC,1178
5,79,SAN JUAN CANCUC,1179
5,79,SAN JUAN CANCUC,1179
5,79,SAN JUAN CANCUC,1179
5,79,SAN JUAN CANCUC,1179
5,79,SAN JUAN CANCUC,1179
5,79,SAN JUAN CANCUC,1179
5,79,SAN JUAN CANCUC,1179
5,79,SAN JUAN CANCUC,1179
5,79,SAN JUAN CANCUC,1179
5,79,SAN JUAN CANCUC,2102
5,94,TENEJAPA,1438
5,94,TENEJAPA,1438
5,94,TENEJAPA,1438
5,94,TENEJAPA,1438
5,94,TENEJAPA,1439
5,94,TENEJAPA,1444
5,94,TENEJAPA,1451
5,94,TENEJAPA,1453
5,111,ZINACANTAN,1915
5,111,ZINACANTAN,1915
5,111,ZINACANTAN,1916
5,111,ZINACANTAN,1916
5,111,ZINACANTAN,1917
5,111,ZINACANTAN,1918
5,111,ZINACANTAN,1918
5,111,ZINACANTAN,1919
5,111,ZINACANTAN,1919
5,111,ZINACANTAN,1919
5,111,ZINACANTAN,1919
5,111,ZINACANTAN,1919
5,111,ZINACANTAN,1919
5,111,ZINACANTAN,1920
5,111,ZINACANTAN,1920
5,111,ZINACANTAN,1920
5,111,ZINACANTAN,1921
5,111,ZINACANTAN,1921
5,111,ZINACANTAN,1921
5,111,ZINACANTAN,1921
5,111,ZINACANTAN,1922
5,111,ZINACANTAN,1923
5,111,ZINACANTAN,1924
5,111,ZINACANTAN,1924
5,111,ZINACANTAN,1924
5,111,ZINACANTAN,1924
5,111,ZINACANTAN,1924
5,111,ZINACANTAN,1925
5,111,ZINACANTAN,1925
5,111,ZINACANTAN,1925
5,111,ZINACANTAN,1926
5,111,ZINACANTAN,1927
5,111,ZINACANTAN,1927
5,111,ZINACANTAN,1927
5,111,ZINACANTAN,1927
5,111,ZINACANTAN,1927
5,111,ZINACANTAN,1927
5,111,ZINACANTAN,1927
5,111,ZINACANTAN,1927
5,111,ZINACANTAN,1927
5,111,ZINACANTAN,1927
5,111,ZINACANTAN,1927
5,111,ZINACANTAN,1927
5,111,ZINACANTAN,1927
5,111,ZINACANTAN,1927
5,111,ZINACANTAN,1927
5,111,ZINACANTAN,1929
5,111,ZINACANTAN,1929
6,2,ACALA,7
6,2,ACALA,7
6,2,ACALA,7
6,2,ACALA,7
6,2,ACALA,8
6,2,ACALA,8
6,2,ACALA,8
6,2,ACALA,8
6,2,ACALA,8
6,2,ACALA,8
6,2,ACALA,8
6,2,ACALA,9
6,2,ACALA,9
6,2,ACALA,9
6,2,ACALA,9
6,2,ACALA,9
6,2,ACALA,9
6,2,ACALA,9
6,2,ACALA,9
6,2,ACALA,9
6,2,ACALA,10
6,2,ACALA,10
6,2,ACALA,10
6,2,ACALA,10
6,2,ACALA,11
6,2,ACALA,11
6,2,ACALA,11
6,2,ACALA,11
6,2,ACALA,12
6,2,ACALA,12
6,2,ACALA,13
6,2,ACALA,13
6,2,ACALA,13
6,2,ACALA,13
6,2,ACALA,13
6,2,ACALA,13
6,2,ACALA,14
6,2,ACALA,19
6,2,ACALA,19
6,2,ACALA,19
6,2,ACALA,19
6,2,ACALA,19
6,27,CHIAPA DE CORZO,403
6,27,CHIAPA DE CORZO,403
6,27,CHIAPA DE CORZO,403
6,27,CHIAPA DE CORZO,403
6,27,CHIAPA DE CORZO,403
6,27,CHIAPA DE CORZO,403
6,27,CHIAPA DE CORZO,403
6,27,CHIAPA DE CORZO,403
6,27,CHIAPA DE CORZO,403
6,27,CHIAPA DE CORZO,403
6,27,CHIAPA DE CORZO,403
6,27,CHIAPA DE CORZO,403
6,27,CHIAPA DE CORZO,404
6,27,CHIAPA DE CORZO,404
6,27,CHIAPA DE CORZO,404
6,27,CHIAPA DE CORZO,404
6,27,CHIAPA DE CORZO,404
6,27,CHIAPA DE CORZO,404
6,27,CHIAPA DE CORZO,404
6,27,CHIAPA DE CORZO,404
6,27,CHIAPA DE CORZO,404
6,27,CHIAPA DE CORZO,404
6,27,CHIAPA DE CORZO,404
6,27,CHIAPA DE CORZO,404
6,27,CHIAPA DE CORZO,404
6,27,CHIAPA DE CORZO,404
6,27,CHIAPA DE CORZO,404
6,27,CHIAPA DE CORZO,404
6,27,CHIAPA DE CORZO,404
6,27,CHIAPA DE CORZO,404
6,27,CHIAPA DE CORZO,404
6,27,CHIAPA DE CORZO,404
6,27,CHIAPA DE CORZO,404
6,27,CHIAPA DE CORZO,404
6,27,CHIAPA DE CORZO,404
6,27,CHIAPA DE CORZO,404
6,27,CHIAPA DE CORZO,404
6,27,CHIAPA DE CORZO,404
6,27,CHIAPA DE CORZO,404
6,27,CHIAPA DE CORZO,404
6,27,CHIAPA DE CORZO,404
6,27,CHIAPA DE CORZO,406
6,27,CHIAPA DE CORZO,406
6,27,CHIAPA DE CORZO,406
6,27,CHIAPA DE CORZO,406
6,27,CHIAPA DE CORZO,407
6,27,CHIAPA DE CORZO,407
6,27,CHIAPA DE CORZO,407
6,27,CHIAPA DE CORZO,407
6,27,CHIAPA DE CORZO,408
6,27,CHIAPA DE CORZO,408
6,27,CHIAPA DE CORZO,408
6,27,CHIAPA DE CORZO,409
6,27,CHIAPA DE CORZO,409
6,27,CHIAPA DE CORZO,409
6,27,CHIAPA DE CORZO,410
6,27,CHIAPA DE CORZO,410
6,27,CHIAPA DE CORZO,410
6,27,CHIAPA DE CORZO,411
6,27,CHIAPA DE CORZO,411
6,27,CHIAPA DE CORZO,411
6,27,CHIAPA DE CORZO,411
6,27,CHIAPA DE CORZO,411
6,27,CHIAPA DE CORZO,411
6,27,CHIAPA DE CORZO,411
6,27,CHIAPA DE CORZO,411
6,27,CHIAPA DE CORZO,411
6,27,CHIAPA DE CORZO,412
6,27,CHIAPA DE CORZO,412
6,27,CHIAPA DE CORZO,412
6,27,CHIAPA DE CORZO,413
6,27,CHIAPA DE CORZO,413
6,27,CHIAPA DE CORZO,413
6,27,CHIAPA DE CORZO,414
6,27,CHIAPA DE CORZO,417
6,27,CHIAPA DE CORZO,417
6,27,CHIAPA DE CORZO,417
6,27,CHIAPA DE CORZO,417
6,27,CHIAPA DE CORZO,418
6,27,CHIAPA DE CORZO,419
6,27,CHIAPA DE CORZO,419
6,27,CHIAPA DE CORZO,422
6,27,CHIAPA DE CORZO,422
6,27,CHIAPA DE CORZO,423
6,27,CHIAPA DE CORZO,424
6,27,CHIAPA DE CORZO,425
6,27,CHIAPA DE CORZO,425
6,27,CHIAPA DE CORZO,426
6,27,CHIAPA DE CORZO,426
6,27,CHIAPA DE CORZO,427
6,27,CHIAPA DE CORZO,428
6,27,CHIAPA DE CORZO,429
6,27,CHIAPA DE CORZO,429
6,27,CHIAPA DE CORZO,430
6,27,CHIAPA DE CORZO,430
6,27,CHIAPA DE CORZO,431
6,27,CHIAPA DE CORZO,431
6,27,CHIAPA DE CORZO,431
6,27,CHIAPA DE CORZO,432
6,27,CHIAPA DE CORZO,432
6,27,CHIAPA DE CORZO,432
6,27,CHIAPA DE CORZO,2104
6,27,CHIAPA DE CORZO,2104
6,27,CHIAPA DE CORZO,2104
6,27,CHIAPA DE CORZO,2104
6,27,CHIAPA DE CORZO,2104
6,27,CHIAPA DE CORZO,2104
6,27,CHIAPA DE CORZO,2104
6,27,CHIAPA DE CORZO,2104
6,27,CHIAPA DE CORZO,2104
6,27,CHIAPA DE CORZO,2105
6,27,CHIAPA DE CORZO,2105
6,27,CHIAPA DE CORZO,2105
6,27,CHIAPA DE CORZO,2106
6,27,CHIAPA DE CORZO,2106
6,27,CHIAPA DE CORZO,2106
6,27,CHIAPA DE CORZO,2106
6,27,CHIAPA DE CORZO,2107
6,27,CHIAPA DE CORZO,2108
6,27,CHIAPA DE CORZO,2108
6,27,CHIAPA DE CORZO,2108
6,27,CHIAPA DE CORZO,2108
6,27,CHIAPA DE CORZO,2108
6,27,CHIAPA DE CORZO,2108
6,27,CHIAPA DE CORZO,2298
6,27,CHIAPA DE CORZO,2298
6,27,CHIAPA DE CORZO,2298
6,27,CHIAPA DE CORZO,2298
6,27,CHIAPA DE CORZO,2298
6,27,CHIAPA DE CORZO,2298
6,27,CHIAPA DE CORZO,2298
6,27,CHIAPA DE CORZO,2298
6,27,CHIAPA DE CORZO,2298
6,27,CHIAPA DE CORZO,2298
6,27,CHIAPA DE CORZO,2298
6,27,CHIAPA DE CORZO,2298
6,27,CHIAPA DE CORZO,2298
6,27,CHIAPA DE CORZO,2298
6,27,CHIAPA DE CORZO,2298
6,27,CHIAPA DE CORZO,2298
6,27,CHIAPA DE CORZO,2298
6,27,CHIAPA DE CORZO,2299
6,27,CHIAPA DE CORZO,2374
6,27,CHIAPA DE CORZO,2374
6,27,CHIAPA DE CORZO,2374
6,27,CHIAPA DE CORZO,2374
6,27,CHIAPA DE CORZO,2374
6,27,CHIAPA DE CORZO,2374
6,27,CHIAPA DE CORZO,2374
6,27,CHIAPA DE CORZO,2374
6,27,CHIAPA DE CORZO,2374
6,27,CHIAPA DE CORZO,2375
6,27,CHIAPA DE CORZO,2375
6,27,CHIAPA DE CORZO,2375
6,27,CHIAPA DE CORZO,2375
6,27,CHIAPA DE CORZO,2376
6,27,CHIAPA DE CORZO,2376
6,27,CHIAPA DE CORZO,2376
6,27,CHIAPA DE CORZO,2377
6,27,CHIAPA DE CORZO,2377
6,27,CHIAPA DE CORZO,2377
6,27,CHIAPA DE CORZO,2377
6,27,CHIAPA DE CORZO,2378
6,27,CHIAPA DE CORZO,2378
6,27,CHIAPA DE CORZO,2378
