DT_LOC,NU_MUN,NO_MUN,SECCION
11,71,Pueblo Nuevo Solistahuacán,1039
11,71,Pueblo Nuevo Solistahuacán,1040
11,71,Pueblo Nuevo Solistahuacán,1041
11,71,Pueblo Nuevo Solistahuacán,1042
11,71,Pueblo Nuevo Solistahuacán,1043
11,71,Pueblo Nuevo Solistahuacán,1044
11,71,Pueblo Nuevo Solistahuacán,1048
11,71,Pueblo Nuevo Solistahuacán,2235
11,71,Pueblo Nuevo Solistahuacán,2236
11,71,Pueblo Nuevo Solistahuacán,2237
11,72,Rayón,1049
11,72,Rayón,1050
11,72,Rayón,1051
11,86,Soyaló,1236
11,86,Soyaló,1237
11,86,Soyaló,1238
11,86,Soyaló,1239
11,91,Tapalapa,1404
11,91,Tapalapa,1405
11,92,Tapilula,1406
11,92,Tapilula,1407
11,92,Tapilula,1408
11,92,Tapilula,1409
11,92,Tapilula,1410
11,117,San Andrés Duraznal,2238
11,117,San Andrés Duraznal,2239
11,117,San Andrés Duraznal,2240
11,120,Rincón Chamula San Pedro,1045
11,120,Rincón Chamula San Pedro,1046
12,21,Copainalá,317
12,21,Copainalá,318
12,21,Copainalá,319
12,21,Copainalá,320
12,21,Copainalá,321
12,21,Copainalá,322
12,21,Copainalá,323
12,21,Copainalá,324
12,21,Copainalá,325
12,21,Copainalá,326
12,21,Copainalá,327
12,21,Copainalá,328
12,21,Copainalá,329
12,21,Copainalá,330
12,25,Chapultenango,381
12,25,Chapultenango,382
12,25,Chapultenango,383
12,33,Francisco León,503
12,33,Francisco León,2288
12,33,Francisco León,2289
12,33,Francisco León,2290
12,33,Francisco León,2291
12,33,Francisco León,2292
12,43,Ixtacomitán,621
12,43,Ixtacomitán,622
12,43,Ixtacomitán,623
12,43,Ixtacomitán,624
12,43,Ixtacomitán,625
12,43,Ixtacomitán,626
12,45,Ixtapangajoya,636
12,45,Ixtapangajoya,637
12,48,Juárez,669
12,48,Juárez,670
12,48,Juárez,671
12,48,Juárez,672
12,48,Juárez,673
12,48,Juárez,674
12,48,Juárez,675
12,48,Juárez,676
12,48,Juárez,677
12,48,Juárez,678
12,48,Juárez,679
12,48,Juárez,680
12,48,Juárez,681
12,62,Ostuacán,914
12,62,Ostuacán,915
12,62,Ostuacán,916
12,62,Ostuacán,917
12,62,Ostuacán,918
12,62,Ostuacán,919
12,62,Ostuacán,920
12,62,Ostuacán,921
12,62,Ostuacán,922
12,62,Ostuacán,2084
12,62,Ostuacán,2085
12,68,Pichucalco,990
12,68,Pichucalco,991
12,68,Pichucalco,992
12,68,Pichucalco,993
12,68,Pichucalco,994
12,68,Pichucalco,995
12,68,Pichucalco,996
12,68,Pichucalco,997
12,68,Pichucalco,998
12,68,Pichucalco,999
12,68,Pichucalco,1000
12,68,Pichucalco,1001
12,68,Pichucalco,1002
12,68,Pichucalco,1003
12,68,Pichucalco,1004
12,68,Pichucalco,1005
12,68,Pichucalco,1006
12,68,Pichucalco,1007
12,73,Reforma,1052
12,73,Reforma,1053
12,73,Reforma,1054
12,73,Reforma,1055
12,73,Reforma,1056
12,73,Reforma,1058
12,73,Reforma,1059
12,73,Reforma,1060
12,73,Reforma,1061
12,73,Reforma,1062
12,73,Reforma,1063
12,73,Reforma,1064
12,73,Reforma,1065
12,73,Reforma,1066
12,73,Reforma,1067
12,73,Reforma,1068
12,73,Reforma,1069
12,73,Reforma,2086
12,73,Reforma,2087
12,73,Reforma,2088
12,85,Solosuchiapa,1233
12,85,Solosuchiapa,1234
12,85,Solosuchiapa,1235
12,89,Sunuapa,1264
12,93,Tecpatán,1411
12,93,Tecpatán,1412
12,93,Tecpatán,1413
12,93,Tecpatán,1416
12,93,Tecpatán,1417
12,93,Tecpatán,1418
12,93,Tecpatán,1422
12,93,Tecpatán,1423
12,93,Tecpatán,1424
12,93,Tecpatán,1425
12,93,Tecpatán,1426
12,93,Tecpatán,1427
12,93,Tecpatán,1437
12,123,Mezcalapa,1414
12,123,Mezcalapa,1415
12,123,Mezcalapa,1419
12,123,Mezcalapa,1420
12,123,Mezcalapa,1421
12,123,Mezcalapa,1428
12,123,Mezcalapa,1429
12,123,Mezcalapa,1430
12,123,Mezcalapa,1431
12,123,Mezcalapa,1432
12,123,Mezcalapa,1433
12,123,Mezcalapa,1434
12,123,Mezcalapa,1435
12,123,Mezcalapa,1436
13,102,Tuxtla Gutiérrez ,1648
13,102,Tuxtla Gutiérrez ,1649
13,102,Tuxtla Gutiérrez ,1650
13,102,Tuxtla Gutiérrez ,1651
13,102,Tuxtla Gutiérrez ,1652
13,102,Tuxtla Gutiérrez ,1654
13,102,Tuxtla Gutiérrez ,1664
13,102,Tuxtla Gutiérrez ,1665
13,102,Tuxtla Gutiérrez ,1666
13,102,Tuxtla Gutiérrez ,1667
13,102,Tuxtla Gutiérrez ,1668
13,102,Tuxtla Gutiérrez ,1669
13,102,Tuxtla Gutiérrez ,1670
13,102,Tuxtla Gutiérrez ,1671
13,102,Tuxtla Gutiérrez ,1673
13,102,Tuxtla Gutiérrez ,1675
13,102,Tuxtla Gutiérrez ,1676
13,102,Tuxtla Gutiérrez ,1677
13,102,Tuxtla Gutiérrez ,1678
13,102,Tuxtla Gutiérrez ,1679
13,102,Tuxtla Gutiérrez ,1680
13,102,Tuxtla Gutiérrez ,1681
13,102,Tuxtla Gutiérrez ,1682
13,102,Tuxtla Gutiérrez ,1683
13,102,Tuxtla Gutiérrez ,1687
13,102,Tuxtla Gutiérrez ,1688
13,102,Tuxtla Gutiérrez ,1689
13,102,Tuxtla Gutiérrez ,1690
13,102,Tuxtla Gutiérrez ,1691
13,102,Tuxtla Gutiérrez ,1692
13,102,Tuxtla Gutiérrez ,1693
13,102,Tuxtla Gutiérrez ,1694
13,102,Tuxtla Gutiérrez ,1695
13,102,Tuxtla Gutiérrez ,1696
13,102,Tuxtla Gutiérrez ,1697
13,102,Tuxtla Gutiérrez ,1698
13,102,Tuxtla Gutiérrez ,1699
13,102,Tuxtla Gutiérrez ,1700
13,102,Tuxtla Gutiérrez ,1701
13,102,Tuxtla Gutiérrez ,1702
13,102,Tuxtla Gutiérrez ,1704
13,102,Tuxtla Gutiérrez ,1705
13,102,Tuxtla Gutiérrez ,1706
13,102,Tuxtla Gutiérrez ,1707
13,102,Tuxtla Gutiérrez ,1708
13,102,Tuxtla Gutiérrez ,1709
13,102,Tuxtla Gutiérrez ,1710
13,102,Tuxtla Gutiérrez ,1711
13,102,Tuxtla Gutiérrez ,1712
13,102,Tuxtla Gutiérrez ,1713
13,102,Tuxtla Gutiérrez ,1714
13,102,Tuxtla Gutiérrez ,1715
13,102,Tuxtla Gutiérrez ,1716
13,102,Tuxtla Gutiérrez ,1717
13,102,Tuxtla Gutiérrez ,1718
13,102,Tuxtla Gutiérrez ,1719
13,102,Tuxtla Gutiérrez ,1720
13,102,Tuxtla Gutiérrez ,1721
13,102,Tuxtla Gutiérrez ,1722
13,102,Tuxtla Gutiérrez ,1723
13,102,Tuxtla Gutiérrez ,1724
13,102,Tuxtla Gutiérrez ,1725
13,102,Tuxtla Gutiérrez ,1726
13,102,Tuxtla Gutiérrez ,1727
13,102,Tuxtla Gutiérrez ,1728
13,102,Tuxtla Gutiérrez ,1729
13,102,Tuxtla Gutiérrez ,1730
13,102,Tuxtla Gutiérrez ,1732
13,102,Tuxtla Gutiérrez ,1733
13,102,Tuxtla Gutiérrez ,1734
13,102,Tuxtla Gutiérrez ,1735
13,102,Tuxtla Gutiérrez ,1738
13,102,Tuxtla Gutiérrez ,1741
13,102,Tuxtla Gutiérrez ,1742
13,102,Tuxtla Gutiérrez ,1745
13,102,Tuxtla Gutiérrez ,1746
13,102,Tuxtla Gutiérrez ,1747
13,102,Tuxtla Gutiérrez ,1748
13,102,Tuxtla Gutiérrez ,1752
13,102,Tuxtla Gutiérrez ,1753
13,102,Tuxtla Gutiérrez ,2116
13,102,Tuxtla Gutiérrez ,2117
13,102,Tuxtla Gutiérrez ,2118
13,102,Tuxtla Gutiérrez ,2119
13,102,Tuxtla Gutiérrez ,2191
13,102,Tuxtla Gutiérrez ,2192
13,102,Tuxtla Gutiérrez ,2193
13,102,Tuxtla Gutiérrez ,2194
13,102,Tuxtla Gutiérrez ,2195
13,102,Tuxtla Gutiérrez ,2196
13,102,Tuxtla Gutiérrez ,2197
13,102,Tuxtla Gutiérrez ,2202
13,102,Tuxtla Gutiérrez ,2203
13,102,Tuxtla Gutiérrez ,2204
13,102,Tuxtla Gutiérrez ,2205
13,102,Tuxtla Gutiérrez ,2379
13,102,Tuxtla Gutiérrez ,2380
13,102,Tuxtla Gutiérrez ,2381
13,102,Tuxtla Gutiérrez ,2382
13,102,Tuxtla Gutiérrez ,2383
13,102,Tuxtla Gutiérrez ,2384
13,102,Tuxtla Gutiérrez ,2385
14,17,Cintalapa,197
14,17,Cintalapa,198
14,17,Cintalapa,199
14,17,Cintalapa,200
14,17,Cintalapa,201
14,17,Cintalapa,202
14,17,Cintalapa,203
14,17,Cintalapa,204
14,17,Cintalapa,205
14,17,Cintalapa,206
14,17,Cintalapa,207
14,17,Cintalapa,208
14,17,Cintalapa,209
14,17,Cintalapa,210
14,17,Cintalapa,212
14,17,Cintalapa,213
14,17,Cintalapa,214
14,17,Cintalapa,215
14,17,Cintalapa,216
14,17,Cintalapa,217
14,17,Cintalapa,218
14,17,Cintalapa,219
14,17,Cintalapa,220
14,17,Cintalapa,221
14,17,Cintalapa,222
14,17,Cintalapa,223
14,17,Cintalapa,224
14,17,Cintalapa,225
14,17,Cintalapa,226
14,17,Cintalapa,227
14,17,Cintalapa,228
14,17,Cintalapa,229
14,17,Cintalapa,230
14,17,Cintalapa,231
14,17,Cintalapa,232
14,17,Cintalapa,233
14,17,Cintalapa,2170
14,17,Cintalapa,2171
14,46,Jiquipilas,638
14,46,Jiquipilas,639
14,46,Jiquipilas,640
14,46,Jiquipilas,641
14,46,Jiquipilas,642
14,46,Jiquipilas,643
14,46,Jiquipilas,644
14,46,Jiquipilas,645
14,46,Jiquipilas,646
14,46,Jiquipilas,647
14,46,Jiquipilas,648
14,46,Jiquipilas,649
14,46,Jiquipilas,650
14,46,Jiquipilas,651
14,46,Jiquipilas,652
14,46,Jiquipilas,653
14,46,Jiquipilas,654
14,46,Jiquipilas,655
14,46,Jiquipilas,656
14,46,Jiquipilas,657
14,46,Jiquipilas,658
14,46,Jiquipilas,659
14,46,Jiquipilas,660
14,46,Jiquipilas,661
14,61,Ocozocoautla de Espinoza,885
14,61,Ocozocoautla de Espinoza,886
14,61,Ocozocoautla de Espinoza,887
14,61,Ocozocoautla de Espinoza,888
14,61,Ocozocoautla de Espinoza,889
14,61,Ocozocoautla de Espinoza,890
14,61,Ocozocoautla de Espinoza,891
14,61,Ocozocoautla de Espinoza,892
14,61,Ocozocoautla de Espinoza,893
14,61,Ocozocoautla de Espinoza,894
14,61,Ocozocoautla de Espinoza,895
14,61,Ocozocoautla de Espinoza,896
14,61,Ocozocoautla de Espinoza,897
14,61,Ocozocoautla de Espinoza,898
14,61,Ocozocoautla de Espinoza,899
14,61,Ocozocoautla de Espinoza,901
14,61,Ocozocoautla de Espinoza,902
14,61,Ocozocoautla de Espinoza,903
14,61,Ocozocoautla de Espinoza,904
14,61,Ocozocoautla de Espinoza,905
14,61,Ocozocoautla de Espinoza,906
14,61,Ocozocoautla de Espinoza,907
14,61,Ocozocoautla de Espinoza,908
14,61,Ocozocoautla de Espinoza,909
14,61,Ocozocoautla de Espinoza,910
14,61,Ocozocoautla de Espinoza,911
14,61,Ocozocoautla de Espinoza,912
14,61,Ocozocoautla de Espinoza,2109
14,61,Ocozocoautla de Espinoza,2110
14,61,Ocozocoautla de Espinoza,2111
14,61,Ocozocoautla de Espinoza,2112
15,1,Acacoyagua,2
15,1,Acacoyagua,3
15,1,Acacoyagua,4
15,1,Acacoyagua,5
15,1,Acacoyagua,6
15,1,Acacoyagua,2120
15,1,Acacoyagua,2121
15,9,Arriaga,88
15,9,Arriaga,89
15,9,Arriaga,90
15,9,Arriaga,91
15,9,Arriaga,92
15,9,Arriaga,93
15,9,Arriaga,94
15,9,Arriaga,95
15,9,Arriaga,96
15,9,Arriaga,97
15,9,Arriaga,99
15,9,Arriaga,100
15,9,Arriaga,101
15,9,Arriaga,102
15,9,Arriaga,103
15,9,Arriaga,104
15,9,Arriaga,105
15,9,Arriaga,106
15,9,Arriaga,107
15,9,Arriaga,108
15,9,Arriaga,109
15,9,Arriaga,110
15,9,Arriaga,111
15,9,Arriaga,112
15,9,Arriaga,2300
15,9,Arriaga,2301
15,51,Mapastepec,698
15,51,Mapastepec,699
15,51,Mapastepec,700
15,51,Mapastepec,701
15,51,Mapastepec,702
15,51,Mapastepec,703
15,51,Mapastepec,704
15,51,Mapastepec,705
15,51,Mapastepec,706
15,51,Mapastepec,707
15,51,Mapastepec,708
15,51,Mapastepec,709
15,51,Mapastepec,710
15,51,Mapastepec,711
15,51,Mapastepec,712
15,51,Mapastepec,713
15,51,Mapastepec,714
15,51,Mapastepec,715
15,51,Mapastepec,716
15,51,Mapastepec,717
15,51,Mapastepec,2124
15,51,Mapastepec,2125
15,69,Pijijiapan,1008
15,69,Pijijiapan,1009
15,69,Pijijiapan,1010
15,69,Pijijiapan,1011
15,69,Pijijiapan,1012
15,69,Pijijiapan,1013
15,69,Pijijiapan,1015
15,69,Pijijiapan,1016
15,69,Pijijiapan,1017
15,69,Pijijiapan,1018
15,69,Pijijiapan,1019
15,69,Pijijiapan,1020
15,69,Pijijiapan,1021
15,69,Pijijiapan,1022
15,69,Pijijiapan,1023
15,69,Pijijiapan,1024
15,69,Pijijiapan,1025
15,69,Pijijiapan,1026
15,69,Pijijiapan,1027
15,69,Pijijiapan,1028
15,69,Pijijiapan,1029
15,69,Pijijiapan,1030
15,69,Pijijiapan,1031
15,69,Pijijiapan,1032
15,69,Pijijiapan,1033
15,69,Pijijiapan,2302
15,69,Pijijiapan,2303
15,97,Tonalá,1486
15,97,Tonalá,1487
15,97,Tonalá,1488
15,97,Tonalá,1489
15,97,Tonalá,1490
15,97,Tonalá,1491
15,97,Tonalá,1492
15,97,Tonalá,1493
15,97,Tonalá,1494
15,97,Tonalá,1495
15,97,Tonalá,1496
15,97,Tonalá,1497
15,97,Tonalá,1498
15,97,Tonalá,1500
15,97,Tonalá,1501
15,97,Tonalá,1503
15,97,Tonalá,1504
15,97,Tonalá,1505
15,97,Tonalá,1506
15,97,Tonalá,1507
15,97,Tonalá,1508
15,97,Tonalá,1509
15,97,Tonalá,1510
15,97,Tonalá,1511
15,97,Tonalá,1512
15,97,Tonalá,1513
15,97,Tonalá,1514
15,97,Tonalá,1515
15,97,Tonalá,1516
15,97,Tonalá,1517
15,97,Tonalá,1518
15,97,Tonalá,1519
15,97,Tonalá,1520
15,97,Tonalá,1521
15,97,Tonalá,1522
15,97,Tonalá,1523
15,97,Tonalá,1524
15,97,Tonalá,1525
15,97,Tonalá,1526
15,97,Tonalá,1527
15,97,Tonalá,1528
15,97,Tonalá,2304
15,97,Tonalá,2305
15,97,Tonalá,2306
15,97,Tonalá,2307
16,3,Acapetahua,21
16,3,Acapetahua,22
16,3,Acapetahua,23
16,3,Acapetahua,24
16,3,Acapetahua,25
16,3,Acapetahua,26
16,3,Acapetahua,27
16,3,Acapetahua,28
16,3,Acapetahua,29
16,3,Acapetahua,30
16,3,Acapetahua,31
16,3,Acapetahua,32
16,3,Acapetahua,33
16,3,Acapetahua,34
16,32,Escuintla,489
16,32,Escuintla,490
16,32,Escuintla,492
16,32,Escuintla,493
16,32,Escuintla,494
16,32,Escuintla,495
16,32,Escuintla,496
16,32,Escuintla,497
16,32,Escuintla,498
16,32,Escuintla,499
16,32,Escuintla,500
16,32,Escuintla,501
16,32,Escuintla,2122
16,32,Escuintla,2123
16,32,Escuintla,2146
16,37,Huehuetán,540
16,37,Huehuetán,541
16,37,Huehuetán,542
16,37,Huehuetán,543
16,37,Huehuetán,544
16,37,Huehuetán,545
16,37,Huehuetán,546
16,37,Huehuetán,547
16,37,Huehuetán,548
16,37,Huehuetán,549
16,37,Huehuetán,550
16,37,Huehuetán,551
16,37,Huehuetán,553
16,37,Huehuetán,554
16,37,Huehuetán,555
16,37,Huehuetán,2369
16,37,Huehuetán,2370
16,37,Huehuetán,2371
16,40,Huixtla,577
16,40,Huixtla,578
16,40,Huixtla,579
16,40,Huixtla,580
16,40,Huixtla,581
16,40,Huixtla,582
16,40,Huixtla,583
16,40,Huixtla,584
16,40,Huixtla,585
16,40,Huixtla,586
16,40,Huixtla,587
16,40,Huixtla,588
16,40,Huixtla,589
16,40,Huixtla,590
16,40,Huixtla,591
16,40,Huixtla,592
16,40,Huixtla,593
16,40,Huixtla,594
16,40,Huixtla,595
16,40,Huixtla,596
16,40,Huixtla,597
16,40,Huixtla,598
16,40,Huixtla,599
16,40,Huixtla,600
16,40,Huixtla,601
16,54,Mazatán,765
16,54,Mazatán,766
16,54,Mazatán,767
16,54,Mazatán,768
16,54,Mazatán,769
16,54,Mazatán,770
16,54,Mazatán,771
16,54,Mazatán,772
16,54,Mazatán,773
16,54,Mazatán,774
16,54,Mazatán,775
16,54,Mazatán,776
16,54,Mazatán,777
16,54,Mazatán,778
16,54,Mazatán,779
16,103,Tuzantán,1755
16,103,Tuzantán,1756
16,103,Tuzantán,1757
16,103,Tuzantán,1758
16,103,Tuzantán,1759
16,103,Tuzantán,1760
16,103,Tuzantán,1761
16,103,Tuzantán,1762
16,103,Tuzantán,1763
16,103,Tuzantán,1764
16,103,Tuzantán,1765
16,103,Tuzantán,1766
16,103,Tuzantán,1767
16,103,Tuzantán,1768
16,103,Tuzantán,1769
16,103,Tuzantán,1770
16,107,Villa Comaltitlán,1812
16,107,Villa Comaltitlán,1813
16,107,Villa Comaltitlán,1814
16,107,Villa Comaltitlán,1815
16,107,Villa Comaltitlán,1816
16,107,Villa Comaltitlán,1817
16,107,Villa Comaltitlán,1818
16,107,Villa Comaltitlán,1819
16,107,Villa Comaltitlán,1820
16,107,Villa Comaltitlán,1821
16,107,Villa Comaltitlán,1822
16,107,Villa Comaltitlán,1823
16,107,Villa Comaltitlán,1824
16,107,Villa Comaltitlán,1825
16,107,Villa Comaltitlán,1826
16,107,Villa Comaltitlán,1827
17,6,Amatenango de la Frontera,54
17,6,Amatenango de la Frontera,55
17,6,Amatenango de la Frontera,56
17,6,Amatenango de la Frontera,57
17,6,Amatenango de la Frontera,58
17,6,Amatenango de la Frontera,59
17,6,Amatenango de la Frontera,60
17,6,Amatenango de la Frontera,61
17,6,Amatenango de la Frontera,62
17,6,Amatenango de la Frontera,63
17,6,Amatenango de la Frontera,64
17,6,Amatenango de la Frontera,65
17,6,Amatenango de la Frontera,66
17,6,Amatenango de la Frontera,67
17,8,Ángel Albino Corzo,72
17,8,Ángel Albino Corzo,73
17,8,Ángel Albino Corzo,74
17,8,Ángel Albino Corzo,75
17,8,Ángel Albino Corzo,76
17,8,Ángel Albino Corzo,77
17,8,Ángel Albino Corzo,78
17,8,Ángel Albino Corzo,79
17,8,Ángel Albino Corzo,80
17,8,Ángel Albino Corzo,82
17,8,Ángel Albino Corzo,84
17,8,Ángel Albino Corzo,85
17,10,Bejucal de Ocampo,113
17,10,Bejucal de Ocampo,114
17,10,Bejucal de Ocampo,115
17,36,La Grandeza,537
17,36,La Grandeza,538
17,36,La Grandeza,539
17,53,Mazapa de Madero,760
17,53,Mazapa de Madero,761
17,53,Mazapa de Madero,762
17,53,Mazapa de Madero,763
17,53,Mazapa de Madero,764
17,57,Motozintla,788
17,57,Motozintla,790
17,57,Motozintla,791
17,57,Motozintla,792
17,57,Motozintla,793
17,57,Motozintla,794
17,57,Motozintla,795
17,57,Motozintla,796
17,57,Motozintla,797
17,57,Motozintla,798
17,57,Motozintla,799
17,57,Motozintla,800
17,57,Motozintla,801
17,57,Motozintla,802
17,57,Motozintla,803
17,57,Motozintla,804
17,57,Motozintla,805
17,57,Motozintla,806
17,57,Motozintla,807
17,57,Motozintla,808
17,57,Motozintla,809
17,57,Motozintla,810
17,57,Motozintla,811
17,57,Motozintla,812
17,57,Motozintla,813
17,57,Motozintla,2144
17,57,Motozintla,2145
17,57,Motozintla,2372
17,57,Motozintla,2373
17,70,El Porvenir,1034
17,70,El Porvenir,1035
17,70,El Porvenir,1036
17,70,El Porvenir,1037
17,70,El Porvenir,1038
17,81,Siltepec,1189
17,81,Siltepec,1190
17,81,Siltepec,1192
17,81,Siltepec,1193
17,81,Siltepec,1199
17,81,Siltepec,1200
17,81,Siltepec,1201
17,81,Siltepec,1202
17,81,Siltepec,1203
17,81,Siltepec,1204
17,81,Siltepec,1206
17,116,Montecristo de Guerrero,81
17,116,Montecristo de Guerrero,83
17,116,Montecristo de Guerrero,86
17,116,Montecristo de Guerrero,87
17,119,Capitán Luis Ángel Vidal,1196
17,119,Capitán Luis Ángel Vidal,1197
17,124,Honduras de la Sierra,1191
17,124,Honduras de la Sierra,1194
17,124,Honduras de la Sierra,1195
17,124,Honduras de la Sierra,1198
17,124,Honduras de la Sierra,1205
18,15,Cacahoatán,163
18,15,Cacahoatán,164
18,15,Cacahoatán,165
18,15,Cacahoatán,166
18,15,Cacahoatán,167
18,15,Cacahoatán,168
18,15,Cacahoatán,169
18,15,Cacahoatán,170
18,15,Cacahoatán,171
18,15,Cacahoatán,172
18,15,Cacahoatán,173
18,15,Cacahoatán,174
18,15,Cacahoatán,175
18,15,Cacahoatán,176
18,15,Cacahoatán,177
18,15,Cacahoatán,178
18,15,Cacahoatán,179
18,15,Cacahoatán,180
18,15,Cacahoatán,181
18,15,Cacahoatán,182
18,15,Cacahoatán,183
18,15,Cacahoatán,184
18,15,Cacahoatán,185
18,35,Frontera Hidalgo,533
18,35,Frontera Hidalgo,534
18,35,Frontera Hidalgo,535
18,35,Frontera Hidalgo,536
18,35,Frontera Hidalgo,2139
18,35,Frontera Hidalgo,2140
18,35,Frontera Hidalgo,2141
18,55,Metapa de Domínguez,781
18,55,Metapa de Domínguez,2354
18,55,Metapa de Domínguez,2355
18,88,Suchiate,1247
18,88,Suchiate,1248
18,88,Suchiate,1249
18,88,Suchiate,1251
18,88,Suchiate,1252
18,88,Suchiate,1253
18,88,Suchiate,1254
18,88,Suchiate,1255
18,88,Suchiate,1256
18,88,Suchiate,1257
18,88,Suchiate,1258
18,88,Suchiate,1259
18,88,Suchiate,1260
18,88,Suchiate,1261
18,88,Suchiate,1262
18,88,Suchiate,1263
18,88,Suchiate,2356
18,88,Suchiate,2357
18,90,Tapachula,1276
18,90,Tapachula,1279
18,90,Tapachula,1280
18,90,Tapachula,1281
18,90,Tapachula,1282
18,90,Tapachula,1283
18,90,Tapachula,1290
18,90,Tapachula,1291
18,90,Tapachula,1292
18,90,Tapachula,1293
18,90,Tapachula,1294
18,90,Tapachula,1295
18,90,Tapachula,1296
18,90,Tapachula,1297
18,90,Tapachula,1298
18,90,Tapachula,1312
18,90,Tapachula,1344
18,90,Tapachula,1345
18,90,Tapachula,1346
18,90,Tapachula,1347
18,90,Tapachula,1348
18,90,Tapachula,1349
18,90,Tapachula,1350
18,90,Tapachula,1351
18,90,Tapachula,1352
18,90,Tapachula,1353
18,90,Tapachula,1354
18,90,Tapachula,1355
18,90,Tapachula,1356
18,90,Tapachula,1357
18,90,Tapachula,1358
18,90,Tapachula,1359
18,90,Tapachula,1360
18,90,Tapachula,1361
18,90,Tapachula,1362
18,90,Tapachula,1363
18,90,Tapachula,1364
18,90,Tapachula,1365
18,90,Tapachula,1366
18,90,Tapachula,1367
18,90,Tapachula,1368
18,90,Tapachula,1369
18,90,Tapachula,1370
18,90,Tapachula,1371
18,90,Tapachula,1372
18,90,Tapachula,1373
18,90,Tapachula,1374
18,90,Tapachula,1375
18,90,Tapachula,2360
18,90,Tapachula,2361
18,90,Tapachula,2362
18,90,Tapachula,2363
18,101,Tuxtla Chico,1580
18,101,Tuxtla Chico,1581
18,101,Tuxtla Chico,1582
18,101,Tuxtla Chico,1583
18,101,Tuxtla Chico,1584
18,101,Tuxtla Chico,1585
18,101,Tuxtla Chico,1586
18,101,Tuxtla Chico,1587
18,101,Tuxtla Chico,1588
18,101,Tuxtla Chico,1589
18,101,Tuxtla Chico,1590
18,101,Tuxtla Chico,1591
18,101,Tuxtla Chico,1592
18,101,Tuxtla Chico,1593
18,101,Tuxtla Chico,1594
18,101,Tuxtla Chico,1595
18,101,Tuxtla Chico,1596
18,101,Tuxtla Chico,1597
18,101,Tuxtla Chico,1598
18,101,Tuxtla Chico,1599
18,101,Tuxtla Chico,1600
18,101,Tuxtla Chico,1601
18,105,Unión Juárez,1778
18,105,Unión Juárez,1779
18,105,Unión Juárez,1780
18,105,Unión Juárez,1781
18,105,Unión Juárez,1782
18,105,Unión Juárez,1783
18,105,Unión Juárez,1784
18,105,Unión Juárez,1785
19,90,Tapachula,1265
19,90,Tapachula,1266
19,90,Tapachula,1268
19,90,Tapachula,1269
19,90,Tapachula,1271
19,90,Tapachula,1272
19,90,Tapachula,1274
19,90,Tapachula,1275
19,90,Tapachula,1277
19,90,Tapachula,1278
19,90,Tapachula,1284
19,90,Tapachula,1285
19,90,Tapachula,1286
19,90,Tapachula,1287
19,90,Tapachula,1288
19,90,Tapachula,1289
19,90,Tapachula,1299
19,90,Tapachula,1300
19,90,Tapachula,1301
19,90,Tapachula,1302
19,90,Tapachula,1303
19,90,Tapachula,1304
19,90,Tapachula,1305
19,90,Tapachula,1306
19,90,Tapachula,1307
19,90,Tapachula,1308
19,90,Tapachula,1309
19,90,Tapachula,1310
19,90,Tapachula,1311
19,90,Tapachula,1313
19,90,Tapachula,1314
19,90,Tapachula,1315
19,90,Tapachula,1316
19,90,Tapachula,1317
19,90,Tapachula,1318
19,90,Tapachula,1319
19,90,Tapachula,1320
19,90,Tapachula,1321
19,90,Tapachula,1322
19,90,Tapachula,1323
19,90,Tapachula,1324
19,90,Tapachula,1325
19,90,Tapachula,1326
19,90,Tapachula,1327
19,90,Tapachula,1328
19,90,Tapachula,1329
19,90,Tapachula,1330
19,90,Tapachula,1331
19,90,Tapachula,1332
19,90,Tapachula,1333
19,90,Tapachula,1334
19,90,Tapachula,1336
19,90,Tapachula,1337
19,90,Tapachula,1338
19,90,Tapachula,1339
19,90,Tapachula,1341
19,90,Tapachula,1342
19,90,Tapachula,1376
19,90,Tapachula,1377
19,90,Tapachula,1378
19,90,Tapachula,1379
19,90,Tapachula,1380
19,90,Tapachula,1381
19,90,Tapachula,1382
19,90,Tapachula,1383
19,90,Tapachula,1384
19,90,Tapachula,1385
19,90,Tapachula,1386
19,90,Tapachula,1387
19,90,Tapachula,1388
19,90,Tapachula,1389
19,90,Tapachula,1390
19,90,Tapachula,1391
19,90,Tapachula,1392
19,90,Tapachula,1393
19,90,Tapachula,1396
19,90,Tapachula,1397
19,90,Tapachula,1398
19,90,Tapachula,1399
19,90,Tapachula,1400
19,90,Tapachula,1976
19,90,Tapachula,1977
19,90,Tapachula,1978
19,90,Tapachula,1979
19,90,Tapachula,1980
19,90,Tapachula,1981
19,90,Tapachula,1982
19,90,Tapachula,1983
19,90,Tapachula,1984
19,90,Tapachula,1985
19,90,Tapachula,1986
19,90,Tapachula,1987
19,90,Tapachula,1988
19,90,Tapachula,1989
19,90,Tapachula,1990
19,90,Tapachula,1991
19,90,Tapachula,1992
19,90,Tapachula,1993
19,90,Tapachula,1994
19,90,Tapachula,1995
19,90,Tapachula,1996
19,90,Tapachula,1997
19,90,Tapachula,1998
19,90,Tapachula,1999
19,90,Tapachula,2000
19,90,Tapachula,2001
19,90,Tapachula,2002
19,90,Tapachula,2003
19,90,Tapachula,2004
19,90,Tapachula,2005
19,90,Tapachula,2006
19,90,Tapachula,2007
19,90,Tapachula,2008
19,90,Tapachula,2009
