Cve Mpio,Secc,Localidad,Manzana,Colonia tipo,Colonia,Listado NOminal Total,PRIO
102,1751,1,61,,,18,NO
102,1751,1,58,,,17,NO
102,1751,1,79,,,17,NO
102,1751,1,54,,,14,NO
102,1751,1,78,,,14,NO
102,1751,1,15,,,13,NO
102,1751,1,64,,,11,NO
102,1751,1,43,,,10,NO
102,1751,1,33,,,9,NO
102,1751,1,42,,,8,NO
102,1751,1,56,,,8,NO
102,1751,1,32,,,6,NO
102,1751,1,12,,,3,NO
102,1751,1,73,,,3,NO
102,1751,1,23,,,2,NO
102,1752,1,11,,,181,NO
102,1752,1,7,,,19,NO
102,1753,1,44,,,278,NO
102,1754,1,15,,,101,SI
102,1754,1,1,,,92,SI
102,1754,1,11,,,79,SI
102,1754,1,71,,,73,SI
102,1754,1,4,,,69,SI
102,1754,1,69,,,68,SI
102,1754,1,5,,,62,SI
102,1754,1,13,,,61,SI
102,1754,1,3,,,55,SI
102,1754,1,14,,,53,SI
102,1754,1,16,,,46,NO
102,1754,1,76,,,46,NO
102,1754,1,77,,,46,NO
102,1754,1,73,,,44,NO
102,1754,1,8,,,43,NO
102,1754,1,12,,,43,NO
102,1754,1,70,,,43,NO
102,1754,1,79,,,43,NO
102,1754,1,6,,,42,NO
102,1754,1,78,,,42,NO
102,1754,1,68,,,38,NO
102,1754,1,2,,,33,NO
102,1754,1,75,,,27,NO
102,1754,1,80,,,26,NO
102,1754,1,7,,,17,NO
102,1754,1,72,,,16,NO
102,1754,1,74,,,15,NO
102,1754,1,9900,,,15,NO
102,1930,1,2,,,85,SI
102,1930,1,3,,,85,SI
102,1930,1,6,,,83,SI
102,1930,1,5,,,65,SI
102,1930,1,4,,,55,SI
102,1930,1,1,,,52,NO
102,1930,1,11,,,49,NO
102,1930,1,7,,,45,NO
102,1930,1,13,,,39,NO
102,1930,1,12,,,30,NO
102,1930,1,10,,,29,NO
102,1930,1,9,,,22,NO
102,1930,1,14,,,18,NO
102,1930,1,16,,,15,NO
102,1930,1,15,,,11,NO
102,1930,1,8,,,10,NO
102,1931,1,8,,,85,SI
102,1931,1,6,,,83,SI
102,1931,1,2,,,79,SI
102,1931,1,7,,,75,SI
102,1931,1,3,,,67,NO
102,1931,1,1,,,61,NO
102,1931,1,5,,,60,NO
102,1931,1,4,,,50,NO
102,1932,1,5,,,77,SI
102,1932,1,4,,,62,SI
102,1932,1,8,,,61,SI
102,1932,1,2,,,60,SI
102,1932,1,9,,,55,NO
102,1932,1,3,,,53,NO
102,1932,1,10,,,53,NO
102,1932,1,7,,,47,NO
102,1932,1,6,,,29,NO
102,1932,1,1,,,7,NO
102,1933,1,4,,,111,SI
102,1933,1,2,,,109,SI
102,1933,1,6,,,104,SI
102,1933,1,5,,,70,NO
102,1933,1,1,,,55,NO
102,1933,1,3,,,34,NO
102,1934,1,2,,,55,SI
102,1934,1,1,,,51,SI
102,1934,1,5,,,33,SI
102,1934,1,3,,,32,SI
102,1934,1,13,,,32,SI
102,1934,1,9,,,27,SI
102,1934,1,6,,,26,SI
102,1934,1,10,,,26,NO
102,1934,1,11,,,26,NO
102,1934,1,17,,,26,NO
102,1934,1,4,,,23,NO
102,1934,1,18,,,23,NO
102,1934,1,12,,,22,NO
102,1934,1,16,,,21,NO
102,1934,1,14,,,18,NO
102,1934,1,8,,,17,NO
102,1934,1,15,,,15,NO
102,1935,1,6,,,65,SI
102,1935,1,9,,,62,SI
102,1935,1,8,,,61,SI
102,1935,1,2,,,46,SI
102,1935,1,1,,,42,NO
102,1935,1,4,,,35,NO
102,1935,1,10,,,25,NO
102,1935,1,7,,,19,NO
102,1935,1,3,,,14,NO
102,1935,1,5,,,8,NO
102,1936,1,6,,,117,SI
102,1936,1,5,,,70,SI
102,1936,1,1,,,55,SI
102,1936,1,4,,,55,SI
102,1936,1,12,,,45,NO
102,1936,1,8,,,41,NO
102,1936,1,3,,,38,NO
102,1936,1,7,,,36,NO
102,1936,1,10,,,34,NO
102,1936,1,2,,,22,NO
102,1936,1,11,,,16,NO
102,1936,1,9,,,15,NO
102,1936,1,13,,,14,NO
102,1937,1,3,,,331,SI
102,1937,1,2,,,78,NO
102,1937,1,1,,,68,NO
102,1938,1,7,,,49,SI
102,1938,1,1,,,48,SI
102,1938,1,3,,,30,SI
102,1938,1,4,,,30,SI
102,1938,1,6,,,28,SI
102,1938,1,2,,,27,NO
102,1938,1,5,,,24,NO
102,1938,1,12,,,24,NO
102,1938,1,9,,,22,NO
102,1938,1,8,,,16,NO
102,1938,1,10,,,14,NO
102,1938,1,13,,,14,NO
102,1938,1,14,,,13,NO
102,1938,1,11,,,5,NO
102,1939,1,10,,,89,SI
102,1939,1,7,,,71,SI
102,1939,1,9,,,67,SI
102,1939,1,1,,,56,SI
102,1939,1,4,,,48,NO
102,1939,1,12,,,40,NO
102,1939,1,8,,,39,NO
102,1939,1,5,,,38,NO
102,1939,1,6,,,38,NO
102,1939,1,13,,,37,NO
102,1939,1,2,,,19,NO
102,1939,1,3,,,15,NO
102,1939,1,11,,,1,NO
102,1940,1,11,,,92,SI
102,1940,1,10,,,90,SI
102,1940,1,9,,,77,SI
102,1940,1,6,,,66,SI
102,1940,1,12,,,65,SI
102,1940,1,5,,,63,NO
102,1940,1,1,,,50,NO
102,1940,1,8,,,48,NO
102,1940,1,7,,,45,NO
102,1940,1,13,,,37,NO
102,1940,1,4,,,29,NO
102,1940,1,2,,,25,NO
102,1940,1,3,,,23,NO
102,1941,1,9,,,97,SI
102,1941,1,8,,,74,SI
102,1941,1,7,,,72,SI
102,1941,1,10,,,71,SI
102,1941,1,4,,,63,SI
102,1941,1,12,,,58,NO
102,1941,1,5,,,55,NO
102,1941,1,13,,,42,NO
102,1941,1,1,,,38,NO
102,1941,1,6,,,38,NO
102,1941,1,11,,,35,NO
102,1941,1,2,,,34,NO
102,1941,1,3,,,33,NO
102,1942,1,7,,,69,SI
102,1942,1,4,,,64,SI
102,1942,1,2,,,53,SI
102,1942,1,8,,,31,NO
102,1942,1,1,,,20,NO
102,1942,1,5,,,19,NO
102,1942,1,12,,,18,NO
102,1942,1,6,,,17,NO
102,1942,1,3,,,16,NO
102,1942,1,10,,,14,NO
102,1942,1,11,,,14,NO
102,1942,1,9,,,13,NO
102,1942,1,13,,,8,NO
102,1943,1,2,,,85,SI
102,1943,1,5,,,69,SI
102,1943,1,8,,,62,SI
102,1943,1,4,,,60,SI
102,1943,1,6,,,57,SI
102,1943,1,3,,,51,NO
102,1943,1,7,,,39,NO
102,1943,1,11,,,30,NO
102,1943,1,22,,,23,NO
102,1943,1,21,,,20,NO
102,1943,1,23,,,18,NO
102,1943,1,18,,,17,NO
102,1943,1,14,,,14,NO
102,1943,1,15,,,14,NO
102,1943,1,25,,,13,NO
102,1943,1,17,,,11,NO
102,1943,1,19,,,11,NO
102,1943,1,12,,,10,NO
102,1943,1,10,,,8,NO
102,1943,1,16,,,8,NO
102,1943,1,24,,,5,NO
102,1943,1,1,,,3,NO
102,1943,1,26,,,1,NO
102,1944,1,1,,,27,SI
102,1944,1,6,,,27,SI
102,1944,1,8,,,26,SI
102,1944,1,5,,,20,SI
102,1944,1,12,,,20,SI
102,1944,1,16,,,20,SI
102,1944,1,9,,,19,SI
102,1944,1,14,,,19,NO
102,1944,1,15,,,18,NO
102,1944,1,2,,,17,NO
102,1944,1,11,,,17,NO
102,1944,1,13,,,17,NO
102,1944,1,4,,,15,NO
102,1944,1,10,,,14,NO
102,1944,1,7,,,10,NO
102,1944,1,3,,,9,NO
102,1944,1,17,,,8,NO
102,1944,1,18,,,8,NO
102,1945,1,3,,,66,SI
102,1945,1,12,,,62,SI
102,1945,1,7,,,48,SI
102,1945,1,5,,,47,SI
102,1945,1,2,,,43,SI
102,1945,1,14,,,40,SI
102,1945,1,8,,,37,NO
102,1945,1,11,,,37,NO
102,1945,1,9,,,36,NO
102,1945,1,1,,,32,NO
102,1945,1,10,,,32,NO
102,1945,1,4,,,28,NO
102,1945,1,13,,,19,NO
102,1945,1,6,,,14,NO
102,1946,1,1,,,113,SI
102,1946,1,4,,,108,SI
102,1946,1,3,,,104,SI
102,1946,1,2,,,92,SI
102,1946,1,5,,,78,NO
102,1946,1,6,,,72,NO
102,1946,1,9,,,48,NO
102,1946,1,7,,,41,NO
102,1946,1,8,,,40,NO
102,1947,1,5,,,142,SI
102,1947,1,1,,,141,SI
102,1947,1,6,,,105,SI
102,1947,1,8,,,100,SI
102,1947,1,7,,,97,NO
102,1947,1,4,,,94,NO
102,1947,1,3,,,60,NO
102,1947,1,2,,,43,NO
102,1948,1,12,,,108,SI
102,1948,1,13,,,108,SI
102,1948,1,1,,,92,SI
102,1948,1,11,,,90,SI
102,1948,1,9,,,70,SI
102,1948,1,8,,,66,NO
102,1948,1,15,,,61,NO
102,1948,1,6,,,55,NO
102,1948,1,7,,,51,NO
102,1948,1,16,,,48,NO
102,1948,1,2,,,26,NO
102,1948,1,3,,,23,NO
102,1949,1,10,,,79,SI
102,1949,1,6,,,64,SI
102,1949,1,5,,,59,SI
102,1949,1,2,,,39,SI
102,1949,1,4,,,35,NO
102,1949,1,11,,,32,NO
102,1949,1,7,,,25,NO
102,1949,1,1,,,24,NO
102,1949,1,9,,,24,NO
102,1949,1,12,,,24,NO
102,1949,1,3,,,18,NO
102,1949,1,8,,,18,NO
102,1950,1,1,,,90,SI
102,1950,1,5,,,86,SI
102,1950,1,6,,,83,SI
102,1950,1,3,,,80,SI
102,1950,1,7,,,75,SI
102,1950,1,4,,,74,NO
102,1950,1,2,,,71,NO
102,1950,1,9,,,64,NO
102,1950,1,8,,,63,NO
102,1951,1,4,,,131,SI
102,1951,1,8,,,102,SI
102,1951,1,6,,,93,NO
102,1951,1,5,,,32,NO
102,1951,1,3,,,26,NO
102,1951,1,7,,,25,NO
102,1951,1,2,,,21,NO
102,1951,1,1,,,9,NO
102,1952,1,2,,,121,SI
102,1952,1,4,,,114,SI
102,1952,1,3,,,92,NO
102,1952,1,5,,,68,NO
102,1952,1,6,,,28,NO
102,1953,1,2,,,193,SI
102,1953,1,6,,,100,SI
102,1953,1,7,,,76,NO
102,1953,1,4,,,72,NO
102,1953,1,5,,,58,NO
102,1953,1,8,,,40,NO
102,1954,1,7,,,115,SI
102,1954,1,4,,,79,SI
102,1954,1,5,,,68,SI
102,1954,1,6,,,50,NO
102,1954,1,2,,,46,NO
102,1954,1,1,,,34,NO
102,1954,1,3,,,33,NO
102,1955,1,13,,,122,SI
102,1955,1,6,,,116,SI
102,1955,1,2,,,81,SI
102,1955,1,9,,,80,SI
102,1955,1,4,,,78,SI
102,1955,1,1,,,76,NO
102,1955,1,14,,,69,NO
102,1955,1,10,,,56,NO
102,1955,1,3,,,43,NO
102,1955,1,7,,,41,NO
102,1955,1,8,,,40,NO
102,1955,1,5,,,38,NO
102,1956,1,1,,,134,NO
102,1956,1,2,,,127,NO
102,1956,1,3,,,116,NO
102,1956,1,4,,,108,NO
102,1957,1,2,,,127,SI
102,1957,1,1,,,111,SI
102,1957,1,3,,,95,SI
102,1957,1,11,,,66,SI
102,1957,1,9,,,63,SI
102,1957,1,8,,,62,NO
102,1957,1,31,,,60,NO
102,1957,1,5,,,55,NO
102,1957,1,7,,,48,NO
102,1957,1,32,,,33,NO
102,1957,1,10,,,29,NO
102,1957,1,13,,,23,NO
102,1957,1,25,,,19,NO
102,1957,1,20,,,15,NO
102,1957,1,28,,,15,NO
102,1957,1,23,,,13,NO
102,1957,1,17,,,11,NO
102,1957,1,22,,,9,NO
102,1957,1,26,,,9,NO
102,1957,1,12,,,6,NO
102,1957,1,19,,,6,NO
102,1957,1,16,,,3,NO
102,1957,1,15,,,2,NO
102,1957,1,24,,,2,NO
102,1957,1,14,,,1,NO
102,1957,1,30,,,1,NO
102,1958,1,6,,,95,SI
102,1958,1,4,,,93,SI
102,1958,1,2,,,90,SI
102,1958,1,1,,,62,NO
102,1958,1,8,,,44,NO
102,1958,1,7,,,34,NO
102,1958,1,3,,,29,NO
102,1958,1,5,,,29,NO
102,1958,1,9,,,11,NO
102,1959,1,3,,,86,SI
102,1959,1,7,,,85,SI
102,1959,1,1,,,78,SI
102,1959,1,5,,,68,NO
102,1959,1,2,,,33,NO
102,1959,1,6,,,20,NO
102,1959,1,4,,,19,NO
102,1959,1,8,,,18,NO
102,1960,1,1,,,143,SI
102,1960,1,6,,,122,SI
102,1960,1,7,,,67,SI
102,1960,1,3,,,66,NO
102,1960,1,9,,,58,NO
102,1960,1,5,,,49,NO
102,1960,1,8,,,32,NO
102,1960,1,10,,,21,NO
102,1960,1,2,,,16,NO
102,1960,1,4,,,15,NO
102,1961,1,1,,,246,SI
102,1961,1,4,,,101,NO
102,1961,1,6,,,55,NO
102,1961,1,5,,,40,NO
102,1961,1,3,,,15,NO
102,1961,1,2,,,3,NO
102,1961,1,7,,,2,NO
102,1962,1,2,,,236,SI
102,1962,1,1,,,234,NO
102,1963,1,1,,,168,SI
102,1963,1,3,,,149,SI
102,1963,1,2,,,129,NO
102,1963,1,4,,,102,NO
102,1964,1,9,,,134,SI
102,1964,1,2,,,119,SI
102,1964,1,1,,,68,SI
102,1964,1,11,,,60,SI
102,1964,1,8,,,59,SI
102,1964,1,7,,,50,NO
102,1964,1,6,,,48,NO
102,1964,1,10,,,47,NO
102,1964,1,4,,,45,NO
102,1964,1,3,,,36,NO
102,1964,1,13,,,31,NO
102,1964,1,14,,,23,NO
102,1964,1,5,,,19,NO
102,1964,1,17,,,14,NO
102,1964,1,15,,,12,NO
102,1964,1,19,,,5,NO
102,1964,1,18,,,2,NO
102,1965,1,5,,,138,SI
102,1965,1,2,,,124,SI
102,1965,1,3,,,121,SI
102,1965,1,4,,,121,NO
102,1965,1,1,,,90,NO
102,1966,1,4,,,114,SI
102,1966,1,3,,,100,SI
102,1966,1,1,,,98,SI
102,1966,1,2,,,91,NO
102,1966,1,6,,,71,NO
102,1967,1,3,,,162,SI
102,1967,1,1,,,114,SI
102,1967,1,2,,,112,SI
102,1967,1,5,,,101,NO
102,1967,1,6,,,76,NO
102,1967,1,7,,,37,NO
102,1967,1,4,,,22,NO
102,1968,1,1,,,131,SI
102,1968,1,2,,,125,SI
102,1968,1,4,,,117,SI
102,1968,1,3,,,112,NO
102,1968,1,6,,,105,NO
102,1968,1,7,,,67,NO
102,1968,1,5,,,65,NO
102,1969,1,11,,,109,SI
102,1969,1,7,,,104,SI
102,1969,1,9,,,94,SI
102,1969,1,3,,,91,NO
102,1969,1,5,,,80,NO
102,1969,1,1,,,40,NO
102,1969,1,2,,,1,NO
102,1970,1,9,,,93,SI
102,1970,1,1,,,76,SI
102,1970,1,7,,,69,SI
102,1970,1,2,,,67,SI
102,1970,1,6,,,62,NO
102,1970,1,8,,,61,NO
102,1970,1,5,,,52,NO
102,1970,1,3,,,49,NO
102,1970,1,4,,,45,NO
102,1971,1,8,,,219,SI
102,1971,1,2,,,168,SI
102,1971,1,9,,,160,SI
102,1971,1,4,,,118,NO
102,1971,1,10,,,72,NO
102,1971,1,11,,,66,NO
102,1971,1,1,,,52,NO
102,1971,1,7,,,35,NO
102,1971,1,5,,,29,NO
102,1971,1,3,,,28,NO
102,1971,1,12,,,13,NO
102,1971,1,6,,,6,NO
102,1972,1,1,,,77,SI
102,1972,1,10,,,62,SI
102,1972,1,3,,,55,SI
102,1972,1,13,,,55,SI
102,1972,1,2,,,54,NO
102,1972,1,6,,,52,NO
102,1972,1,8,,,50,NO
102,1972,1,11,,,48,NO
102,1973,1,2,,,97,SI
102,1973,1,5,,,91,SI
102,1973,1,4,,,86,SI
102,1973,1,9,,,74,SI
102,1973,1,7,,,73,NO
102,1973,1,3,,,68,NO
102,1973,1,8,,,47,NO
102,1973,1,10,,,34,NO
102,1973,1,6,,,21,NO
102,1974,1,8,,,94,SI
102,1974,1,6,,,92,SI
102,1974,1,1,,,62,SI
102,1974,1,9,,,57,SI
102,1974,1,11,,,49,SI
102,1974,1,2,,,46,NO
102,1974,1,3,,,42,NO
102,1974,1,4,,,37,NO
102,1974,1,10,,,36,NO
102,1974,1,12,,,33,NO
102,1974,1,13,,,32,NO
102,1974,1,5,,,20,NO
102,1974,1,7,,,14,NO
102,1975,1,6,,,78,SI
102,1975,1,1,,,68,SI
102,1975,1,7,,,68,SI
102,1975,1,2,,,67,SI
102,1975,1,5,,,63,NO
102,1975,1,3,,,60,NO
102,1975,1,4,,,56,NO
102,2012,1,4,,,101,SI
102,2012,1,10,,,87,SI
102,2012,1,11,,,86,SI
102,2012,1,8,,,77,SI
102,2012,1,7,,,62,NO
102,2012,1,12,,,58,NO
102,2012,1,3,,,34,NO
102,2012,1,5,,,27,NO
102,2012,1,9,,,21,NO
102,2012,1,2,,,18,NO
102,2012,1,1,,,13,NO
102,2012,1,14,,,10,NO
102,2013,1,5,,,107,SI
102,2013,1,2,,,84,SI
102,2013,1,3,,,80,SI
102,2013,1,4,,,68,SI
102,2013,1,6,,,64,NO
102,2013,1,8,,,35,NO
102,2013,1,7,,,34,NO
102,2013,1,11,,,29,NO
102,2013,1,10,,,23,NO
102,2013,1,9,,,22,NO
102,2013,1,12,,,19,NO
102,2013,1,1,,,10,NO
102,2014,1,1,,,92,SI
102,2014,1,3,,,82,SI
102,2014,1,2,,,81,SI
102,2014,1,4,,,78,SI
102,2014,1,7,,,75,SI
102,2014,1,5,,,67,NO
102,2014,1,9,,,62,NO
102,2014,1,6,,,55,NO
102,2014,1,11,,,48,NO
102,2014,1,8,,,38,NO
102,2014,1,10,,,31,NO
102,2015,1,3,,,117,SI
102,2015,1,16,,,87,SI
102,2015,1,13,,,64,SI
102,2015,1,15,,,61,SI
102,2015,1,14,,,56,SI
102,2015,1,10,,,54,SI
102,2015,1,17,,,54,NO
102,2015,1,18,,,53,NO
102,2015,1,6,,,40,NO
102,2015,1,12,,,39,NO
102,2015,1,2,,,37,NO
102,2015,1,7,,,31,NO
102,2015,1,5,,,29,NO
102,2015,1,11,,,29,NO
102,2015,1,1,,,19,NO
102,2015,1,8,,,18,NO
102,2015,1,9,,,16,NO
102,2016,1,19,,,83,SI
102,2016,1,7,,,69,SI
102,2016,1,13,,,63,SI
102,2016,1,17,,,62,SI
102,2016,1,12,,,48,SI
102,2016,1,5,,,43,SI
102,2016,1,15,,,39,NO
102,2016,1,26,,,31,NO
102,2016,1,27,,,29,NO
102,2016,1,23,,,25,NO
102,2016,1,14,,,23,NO
102,2016,1,3,,,22,NO
102,2016,1,18,,,22,NO
102,2016,1,9,,,21,NO
102,2016,1,11,,,21,NO
102,2016,1,21,,,20,NO
102,2016,1,20,,,18,NO
102,2016,1,25,,,17,NO
102,2016,1,10,,,16,NO
102,2016,1,2,,,14,NO
102,2016,1,24,,,14,NO
102,2016,1,16,,,12,NO
102,2016,1,8,,,10,NO
102,2016,1,1,,,7,NO
102,2016,1,4,,,6,NO
102,2017,1,31,,,100,SI
102,2017,1,6,,,62,SI
102,2017,1,9,,,61,SI
102,2017,1,15,,,55,SI
102,2017,1,11,,,52,SI
102,2017,1,14,,,52,SI
102,2017,1,10,,,49,SI
102,2017,1,30,,,49,SI
102,2017,1,3,,,48,SI
102,2017,1,16,,,48,SI
102,2017,1,4,,,46,SI
102,2017,1,8,,,46,SI
102,2017,1,28,,,46,SI
102,2017,1,5,,,45,SI
102,2017,1,12,,,44,NO
102,2017,1,29,,,42,NO
102,2017,1,7,,,38,NO
102,2017,1,27,,,38,NO
102,2017,1,37,,,25,NO
102,2017,1,60,,,25,NO
102,2017,1,44,,,24,NO
102,2017,1,17,,,23,NO
102,2017,1,56,,,22,NO
102,2017,1,22,,,18,NO
102,2017,1,41,,,18,NO
102,2017,1,43,,,18,NO
102,2017,1,21,,,17,NO
102,2017,1,50,,,17,NO
102,2017,1,52,,,17,NO
102,2017,1,54,,,17,NO
102,2017,1,26,,,16,NO
102,2017,1,1,,,15,NO
102,2017,1,36,,,15,NO
102,2017,1,18,,,14,NO
102,2017,1,47,,,14,NO
102,2017,1,23,,,13,NO
102,2017,1,46,,,13,NO
102,2017,1,38,,,12,NO
102,2017,1,35,,,11,NO
102,2017,1,53,,,11,NO
102,2017,1,57,,,11,NO
102,2017,1,20,,,10,NO
102,2017,1,32,,,10,NO
102,2017,1,42,,,10,NO
102,2017,1,45,,,10,NO
102,2017,1,51,,,10,NO
102,2017,1,55,,,10,NO
102,2017,1,19,,,9,NO
102,2017,1,40,,,9,NO
102,2017,1,25,,,8,NO
102,2017,1,33,,,8,NO
102,2017,1,39,,,8,NO
102,2017,1,48,,,8,NO
102,2017,1,34,,,7,NO
102,2017,1,2,,,6,NO
102,2017,1,24,,,6,NO
102,2017,1,49,,,6,NO
102,2017,1,58,,,6,NO
102,2017,1,13,,,2,NO
102,2017,1,59,,,1,NO
102,2018,1,2,,,97,SI
102,2018,1,17,,,74,SI
102,2018,1,3,,,69,SI
102,2018,1,8,,,67,SI
102,2018,1,1,,,59,SI
102,2018,1,15,,,59,SI
102,2018,1,12,,,56,NO
102,2018,1,16,,,56,NO
102,2018,1,4,,,52,NO
102,2018,1,9,,,51,NO
102,2018,1,5,,,50,NO
102,2018,1,11,,,47,NO
102,2018,1,6,,,44,NO
102,2018,1,18,,,30,NO
102,2018,1,14,,,4,NO
102,2019,1,4,,,136,SI
102,2019,1,25,,,88,SI
102,2019,1,8,,,72,SI
102,2019,1,7,,,66,SI
102,2019,1,1,,,58,SI
102,2019,1,9,,,54,SI
102,2019,1,18,,,50,SI
102,2019,1,15,,,47,SI
102,2019,1,11,,,44,SI
102,2019,1,5,,,43,NO
102,2019,1,2,,,41,NO
102,2019,1,3,,,34,NO
102,2019,1,31,,,34,NO
102,2019,1,12,,,32,NO
102,2019,1,30,,,32,NO
102,2019,1,14,,,31,NO
102,2019,1,20,,,31,NO
102,2019,1,6,,,30,NO
102,2019,1,32,,,27,NO
102,2019,1,24,,,25,NO
102,2019,1,22,,,22,NO
102,2019,1,28,,,22,NO
102,2019,1,27,,,20,NO
102,2019,1,16,,,18,NO
102,2019,1,17,,,15,NO
102,2019,1,26,,,15,NO
102,2019,1,29,,,13,NO
102,2019,1,23,,,12,NO
102,2019,1,19,,,11,NO
102,2019,1,21,,,10,NO
102,2019,1,33,,,7,NO
102,2019,1,13,,,6,NO
102,2020,1,2,,,108,SI
102,2020,1,10,,,108,SI
102,2020,1,6,,,106,SI
102,2020,1,9,,,81,SI
102,2020,1,7,,,77,SI
102,2020,1,5,,,76,NO
102,2020,1,3,,,69,NO
102,2020,1,16,,,63,NO
102,2020,1,8,,,57,NO
102,2020,1,21,,,24,NO
102,2020,1,18,,,23,NO
102,2020,1,19,,,19,NO
102,2020,1,17,,,17,NO
102,2020,1,20,,,17,NO
102,2020,1,22,,,15,NO
102,2020,1,14,,,13,NO
102,2020,1,12,,,11,NO
102,2020,1,15,,,7,NO
102,2020,1,25,,,7,NO
102,2020,1,24,,,2,NO
102,2021,1,1,,,258,SI
102,2021,1,13,,,110,SI
102,2021,1,11,,,65,SI
102,2021,1,9,,,55,SI
102,2021,1,15,,,51,SI
102,2021,1,10,,,47,SI
102,2021,1,8,,,46,NO
102,2021,1,14,,,45,NO
102,2021,1,17,,,43,NO
102,2021,1,6,,,38,NO
102,2021,1,7,,,38,NO
102,2021,1,5,,,36,NO
102,2021,1,20,,,35,NO
102,2021,1,24,,,35,NO
102,2021,1,4,,,32,NO
102,2021,1,12,,,27,NO
102,2021,1,21,,,27,NO
102,2021,1,16,,,22,NO
102,2021,1,25,,,22,NO
102,2021,1,3,,,21,NO
102,2021,1,23,,,19,NO
102,2021,1,2,,,16,NO
102,2021,1,27,,,13,NO
102,2021,1,32,,,12,NO
102,2021,1,19,,,11,NO
102,2021,1,30,,,11,NO
102,2021,1,29,,,8,NO
102,2021,1,31,,,7,NO
102,2021,1,28,,,6,NO
102,2021,1,26,,,4,NO
102,2021,1,22,,,3,NO
102,2022,1,12,,,194,SI
102,2022,1,16,,,133,SI
102,2022,1,14,,,131,SI
102,2022,1,31,,,127,SI
102,2022,1,33,,,120,SI
102,2022,1,30,,,108,SI
102,2022,1,3,,,105,SI
102,2022,1,17,,,92,SI
102,2022,1,32,,,88,SI
102,2022,1,13,,,83,NO
102,2022,1,1,,,81,NO
102,2022,1,15,,,68,NO
102,2022,1,18,,,67,NO
102,2022,1,34,,,57,NO
102,2022,1,21,,,53,NO
102,2022,1,2,,,51,NO
102,2022,1,11,,,50,NO
102,2022,1,26,,,46,NO
102,2022,1,28,,,43,NO
102,2022,1,20,,,36,NO
102,2022,1,35,,,35,NO
102,2022,1,10,,,33,NO
102,2022,1,24,,,32,NO
102,2022,1,7,,,31,NO
102,2022,1,23,,,28,NO
102,2022,1,5,,,25,NO
102,2022,1,8,,,25,NO
102,2022,1,4,,,22,NO
102,2022,1,37,,,21,NO
102,2022,1,25,,,19,NO
102,2022,1,36,,,15,NO
102,2022,1,22,,,13,NO
102,2022,1,9,,,6,NO
102,2022,1,38,,,6,NO
102,2022,1,39,,,5,NO
102,2022,1,40,,,5,NO
102,2022,1,27,,,4,NO
102,2023,1,1,,,102,SI
102,2023,1,3,,,99,SI
102,2023,1,15,,,97,SI
102,2023,1,9,,,74,SI
102,2023,1,16,,,69,NO
102,2023,1,17,,,35,NO
102,2023,1,5,,,24,NO
102,2023,1,11,,,24,NO
102,2023,1,12,,,17,NO
102,2023,1,4,,,16,NO
102,2023,1,7,,,15,NO
102,2023,1,6,,,14,NO
102,2023,1,8,,,13,NO
102,2023,1,10,,,8,NO
102,2023,1,13,,,6,NO
102,2024,1,40,,,36,SI
102,2024,1,19,,,34,SI
102,2024,1,35,,,32,SI
102,2024,1,14,,,31,SI
102,2024,1,46,,,31,SI
102,2024,1,1,,,30,SI
102,2024,1,10,,,28,SI
102,2024,1,49,,,28,SI
102,2024,1,7,,,27,SI
102,2024,1,5,,,26,SI
102,2024,1,84,,,26,SI
102,2024,1,26,,,25,SI
102,2024,1,114,,,25,SI
102,2024,1,122,,,25,SI
102,2024,1,22,,,24,SI
102,2024,1,28,,,24,SI
102,2024,1,34,,,24,SI
102,2024,1,9,,,23,SI
102,2024,1,109,,,23,SI
102,2024,1,6,,,22,SI
102,2024,1,8,,,21,SI
102,2024,1,119,,,20,SI
102,2024,1,78,,,19,SI
102,2024,1,82,,,19,SI
102,2024,1,91,,,19,SI
102,2024,1,12,,,18,SI
102,2024,1,24,,,18,SI
102,2024,1,65,,,18,SI
102,2024,1,102,,,18,SI
102,2024,1,118,,,18,NO
102,2024,1,3,,,17,NO
102,2024,1,50,,,17,NO
102,2024,1,113,,,17,NO
102,2024,1,111,,,16,NO
102,2024,1,2,,,15,NO
102,2024,1,30,,,15,NO
102,2024,1,54,,,15,NO
102,2024,1,72,,,15,NO
102,2024,1,38,,,14,NO
102,2024,1,42,,,14,NO
102,2024,1,44,,,14,NO
102,2024,1,73,,,14,NO
102,2024,1,96,,,14,NO
102,2024,1,106,,,14,NO
102,2024,1,97,,,12,NO
102,2024,1,104,,,12,NO
102,2024,1,125,,,12,NO
102,2024,1,126,,,12,NO
102,2024,1,83,,,11,NO
102,2024,1,93,,,11,NO
102,2024,1,121,,,11,NO
102,2024,1,17,,,10,NO
102,2024,1,129,,,10,NO
102,2024,1,4,,,9,NO
102,2024,1,13,,,9,NO
102,2024,1,25,,,9,NO
102,2024,1,48,,,9,NO
102,2024,1,56,,,9,NO
102,2024,1,60,,,9,NO
102,2024,1,69,,,9,NO
102,2024,1,71,,,9,NO
102,2024,1,80,,,9,NO
102,2024,1,81,,,9,NO
102,2024,1,87,,,9,NO
102,2024,1,95,,,9,NO
102,2024,1,107,,,9,NO
102,2024,1,67,,,8,NO
102,2024,1,68,,,8,NO
102,2024,1,77,,,8,NO
102,2024,1,90,,,8,NO
